PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Group,Lastname,Deck,Cab_num,Deck_side
4005_02,Earth,False,G/657/P,TRAPPIST-1e,17.0,False,3.0,83.0,927.0,0.0,1.0,Aarone Castannison,True,4005.0,Castannison,G,657.0,P
4005_03,Earth,False,G/657/P,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Cliney Castannison,False,4005.0,Castannison,G,657.0,P
4005_05,Earth,True,G/657/P,PSO J318.5-22,40.0,False,0.0,0.0,0.0,0.0,0.0,Lorian River,True,4005.0,River,G,657.0,P
4005_06,Earth,False,F/829/P,PSO J318.5-22,16.0,False,4.0,0.0,2278.0,2.0,0.0,Son River,True,4005.0,River,F,829.0,P
4005_07,Earth,True,G/657/P,TRAPPIST-1e,41.0,False,224.687617481203,0.0,0.0,0.0,0.0,Bobina Castannison,True,4005.0,Castannison,G,657.0,P
4006_02,Earth,True,G/660/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Becca Wolfaddox,True,4006.0,Wolfaddox,G,660.0,S
4006_03,Earth,False,F/759/S,PSO J318.5-22,59.0,False,400.0,0.0,126.0,0.0,158.0,Vick Wolfaddox,True,4006.0,Wolfaddox,F,759.0,S
4006_05,Earth,False,F/759/S,55 Cancri e,52.0,False,0.0,704.0,0.0,0.0,304.8547912992357,Evaned Wolfaddox,True,4006.0,Wolfaddox,F,759.0,S
4008_01,Mars,True,F/760/S,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Anamse Cha,True,4008.0,Cha,F,760.0,S
4010_01,Earth,True,G/658/P,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Florey Sweeton,False,4010.0,Sweeton,G,658.0,P
4013_01,Mars,False,E/243/P,TRAPPIST-1e,14.0,False,460.0,0.0,0.0,315.0,172.0,Coos Emead,False,4013.0,Emead,E,243.0,P
4014_01,Europa,False,B/125/P,TRAPPIST-1e,42.0,False,0.0,456.0,1.0,1193.0,3039.0,Hekabih Metful,False,4014.0,Metful,B,125.0,P
4016_01,Earth,False,E/268/S,55 Cancri e,34.0,False,309.0,542.0,0.0,0.0,55.0,Dorene Mclainez,False,4016.0,Mclainez,E,268.0,S
4017_02,Mars,True,F/761/S,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Tibers Mele,True,4017.0,Mele,F,761.0,S
4017_03,Mars,True,F/761/S,TRAPPIST-1e,28.82793046746535,False,0.0,0.0,0.0,0.0,0.0,Chrice Mele,True,4017.0,Mele,F,761.0,S
4017_04,Mars,True,E/269/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Tights Mele,False,4017.0,Mele,E,269.0,S
4017_05,Mars,False,F/761/S,TRAPPIST-1e,23.0,False,931.0,0.0,134.0,0.0,421.0,Hog Gene,False,4017.0,Gene,F,761.0,S
4018_01,Earth,False,F/762/S,TRAPPIST-1e,20.0,False,224.687617481203,1.0,0.0,20.0,42.0,Jacky Bears,False,4018.0,Bears,F,762.0,S
4019_01,Earth,False,E/245/P,55 Cancri e,59.0,False,258.0,377.0,5.0,0.0,0.0,Jimen Lerez,True,4019.0,Lerez,E,245.0,P
4021_01,Mars,False,F/832/P,TRAPPIST-1e,32.0,False,1843.0,0.0,662.0,0.0,0.0,Flys Buth,False,4021.0,Buth,F,832.0,P
4022_01,Earth,False,F/833/P,PSO J318.5-22,37.0,False,4.0,0.0,223.0,512.0,1.0,Lavey Hubbarrison,False,4022.0,Hubbarrison,F,833.0,P
4023_01,Earth,False,E/246/P,TRAPPIST-1e,27.0,False,1.0,355.0,757.0,0.0,304.8547912992357,Franda Torrez,False,4023.0,Torrez,E,246.0,P
4026_01,Europa,True,B/154/S,55 Cancri e,42.0,False,0.0,0.0,0.0,0.0,0.0,Azham Chsere,True,4026.0,Chsere,B,154.0,S
4027_01,Earth,True,G/659/P,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,Benry Patthews,True,4027.0,Patthews,G,659.0,P
4030_03,Earth,False,G/661/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Gleney Carpennels,False,4030.0,Carpennels,G,661.0,S
4030_04,Earth,True,G/661/S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Beula Carpennels,False,4030.0,Carpennels,G,661.0,S
4030_05,Earth,False,G/661/S,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Terina Carpennels,False,4030.0,Carpennels,G,661.0,S
4031_01,Europa,True,C/131/P,55 Cancri e,28.82793046746535,False,0.0,458.07720329024676,0.0,0.0,0.0,Algeno Listive,True,4031.0,Listive,C,131.0,P
4031_02,Europa,True,C/131/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Krabik Listive,True,4031.0,Listive,C,131.0,P
4033_01,Europa,False,C/144/S,55 Cancri e,49.0,False,2025.0,7167.0,0.0,2456.0,47.0,Shaton Windend,True,4033.0,Windend,C,144.0,S
4034_01,Mars,True,E/247/P,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Froon Kité,False,4034.0,Kité,E,247.0,P
4035_01,Earth,True,G/662/P,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,Pamiea Bryants,True,4035.0,Bryants,G,662.0,P
4036_01,Earth,False,G/662/S,TRAPPIST-1e,22.0,False,7.0,61.0,110.0,708.0,0.0,Jodia Evedorsen,False,4036.0,Evedorsen,G,662.0,S
4037_01,Earth,True,G/663/S,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,Luisy Gardsondez,True,4037.0,Gardsondez,G,663.0,S
4038_01,Earth,True,G/664/S,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,Elice Reenez,False,4038.0,Reenez,G,664.0,S
4039_01,Earth,False,F/764/S,TRAPPIST-1e,24.0,False,714.0,0.0,4.0,49.0,11.0,Race Tersimpson,False,4039.0,Tersimpson,F,764.0,S
4040_01,Earth,True,G/663/P,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,311.1387779083431,0.0,Brance Micknightt,False,4040.0,Micknightt,G,663.0,P
4042_01,Europa,False,A/46/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,304.8547912992357,Mesatz Stewder,True,4042.0,Stewder,A,46.0,S
4042_02,Europa,True,A/46/S,55 Cancri e,28.82793046746535,False,0.0,0.0,0.0,0.0,0.0,Etair Stewder,True,4042.0,Stewder,A,46.0,S
4042_03,Europa,True,A/46/S,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,Canon Stewder,True,4042.0,Stewder,A,46.0,S
4043_01,Earth,False,E/248/P,TRAPPIST-1e,28.82793046746535,False,0.0,0.0,0.0,32.0,1577.0,Marvey Mirandry,False,4043.0,Mirandry,E,248.0,P
4044_01,Mars,False,F/765/S,TRAPPIST-1e,32.0,False,536.0,0.0,736.0,118.0,0.0,Jackix Can,False,4044.0,Can,F,765.0,S
4044_03,Mars,True,F/765/S,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,Rowls Can,True,4044.0,Can,F,765.0,S
4045_01,Mars,False,D/135/P,TRAPPIST-1e,49.0,False,1417.0,0.0,531.0,1348.0,192.0,Pars Wist,False,4045.0,Wist,D,135.0,P
4046_01,Earth,True,G/664/P,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,Elina Santantines,True,4046.0,Santantines,G,664.0,P
4047_01,Earth,True,G/666/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Ivanne Rivanseney,True,4047.0,Rivanseney,G,666.0,S
4049_01,Europa,True,A/47/S,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Schyon Pokematic,False,4049.0,Pokematic,A,47.0,S
4050_01,Europa,False,A/35/P,55 Cancri e,36.0,False,0.0,1302.0,0.0,2067.0,10173.0,Decruxa Dissper,False,4050.0,Dissper,A,35.0,P
4053_01,Earth,True,G/668/S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Leondy Midtt,True,4053.0,Midtt,G,668.0,S
4055_01,Earth,False,F/836/P,TRAPPIST-1e,21.0,False,3.0,34.0,600.0,0.0,8.0,Milda Mirandry,False,4055.0,Mirandry,F,836.0,P
4058_01,Earth,False,G/669/S,TRAPPIST-1e,36.0,False,437.0,442.0,0.0,2.0,1.0,Nance Hinesh,False,4058.0,Hinesh,G,669.0,S
4060_01,Earth,False,F/838/P,TRAPPIST-1e,54.0,False,880.0,2.0,531.0,2.0,0.0,Lerome Barrelliver,False,4060.0,Barrelliver,F,838.0,P
4061_01,Mars,False,D/130/S,TRAPPIST-1e,30.0,False,1851.0,0.0,378.0,0.0,155.0,Jack Kashe,False,4061.0,Kashe,D,130.0,S
4061_02,Mars,True,F/766/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Graw Kashe,True,4061.0,Kashe,F,766.0,S
4063_01,Earth,True,G/670/S,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,Anda Mcfaddennon,True,4063.0,Mcfaddennon,G,670.0,S
4064_01,Earth,False,F/767/S,TRAPPIST-1e,47.0,False,939.0,1477.0,173.72916912197996,0.0,0.0,Jennya Dillips,True,4064.0,Dillips,F,767.0,S
4065_01,Earth,False,G/665/P,TRAPPIST-1e,25.0,False,1339.0,1.0,360.0,0.0,0.0,Doryn Olshaffey,False,4065.0,Olshaffey,G,665.0,P
4066_02,Europa,True,B/155/S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Diramak Objeciane,True,4066.0,Objeciane,B,155.0,S
4068_01,Europa,False,D/131/S,TRAPPIST-1e,27.0,False,224.687617481203,1381.0,0.0,148.0,2181.0,Dnocese Pirejus,False,4068.0,Pirejus,D,131.0,S
4069_01,Earth,False,F/768/S,55 Cancri e,24.0,False,0.0,0.0,2433.0,0.0,53.0,Hen Chenson,True,4069.0,Chenson,F,768.0,S
4071_02,Europa,True,B/127/P,55 Cancri e,22.0,False,0.0,0.0,173.72916912197996,0.0,304.8547912992357,Tachir Watuald,True,4071.0,Watuald,B,127.0,P
4072_01,Earth,True,G/671/S,TRAPPIST-1e,60.0,False,0.0,0.0,173.72916912197996,0.0,0.0,Mael Chasey,True,4072.0,Chasey,G,671.0,S
4075_01,Europa,False,C/145/S,TRAPPIST-1e,38.0,False,1901.0,1276.0,0.0,7561.0,12.0,Anchira Nateansive,False,4075.0,Nateansive,C,145.0,S
4076_01,Earth,False,E/250/P,TRAPPIST-1e,23.0,False,1616.0,0.0,1.0,0.0,2.0,Lonnez Guezaley,False,4076.0,Guezaley,E,250.0,P
4079_01,Mars,False,F/771/S,55 Cancri e,55.0,False,1680.0,0.0,1.0,0.0,6.0,Koops Upead,False,4079.0,Upead,F,771.0,S
4080_01,Earth,False,F/839/P,55 Cancri e,20.0,False,719.0,0.0,10.0,0.0,0.0,Carry Sancasey,False,4080.0,Sancasey,F,839.0,P
4081_01,Earth,False,G/668/P,55 Cancri e,50.0,False,451.0,132.0,195.0,31.0,0.0,Patoya Penashley,False,4081.0,Penashley,G,668.0,P
4082_01,Mars,False,E/252/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Gray Cres,False,4082.0,Cres,E,252.0,P
4083_01,Europa,False,C/146/S,TRAPPIST-1e,21.0,False,0.0,6190.0,1828.0,7.0,35.0,Tauvaah Clarty,True,4083.0,Clarty,C,146.0,S
4084_01,Europa,False,D/132/S,TRAPPIST-1e,26.0,False,0.0,1549.0,0.0,0.0,766.0,Arix Rentruing,True,4084.0,Rentruing,D,132.0,S
4089_01,Europa,False,A/48/S,TRAPPIST-1e,36.0,False,0.0,2177.0,0.0,1097.0,144.0,Mothab Tachor,True,4089.0,Tachor,A,48.0,S
4090_01,Mars,False,D/133/S,TRAPPIST-1e,46.0,False,227.0,0.0,1546.0,3.0,2.0,Honjay Ruica,True,4090.0,Ruica,D,133.0,S
4091_01,Earth,False,F/772/S,TRAPPIST-1e,26.0,False,0.0,586.0,1.0,0.0,58.0,Ginald Pecketton,True,4091.0,Pecketton,F,772.0,S
4093_01,Earth,False,F/841/P,TRAPPIST-1e,24.0,False,0.0,20.0,0.0,14.0,659.0,Lynnie Valexandez,False,4093.0,Valexandez,F,841.0,P
4095_01,Earth,False,G/671/P,55 Cancri e,14.0,False,834.0,1080.0,3.0,183.0,208.0,Deaney Romez,False,4095.0,Romez,G,671.0,P
4096_01,Mars,False,F/842/P,TRAPPIST-1e,46.0,False,949.0,0.0,128.0,3.0,41.0,Stote Vicke,True,4096.0,Vicke,F,842.0,P
4097_01,Earth,False,E/253/P,TRAPPIST-1e,15.0,False,0.0,840.0,123.0,0.0,20.0,Belly Weavesend,False,4097.0,Weavesend,E,253.0,P
4098_01,Earth,True,G/672/P,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Rena Vanglis,False,4098.0,Vanglis,G,672.0,P
4099_01,Earth,True,G/673/P,TRAPPIST-1e,28.82793046746535,False,0.0,0.0,0.0,0.0,0.0,Willey Fryersonis,True,4099.0,Fryersonis,G,673.0,P
4101_01,Mars,False,F/773/S,TRAPPIST-1e,38.0,False,1100.0,43.0,163.0,3.0,0.0,Tyog Rapie,False,4101.0,Rapie,F,773.0,S
4102_01,Europa,True,B/128/P,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,Brark Whetedy,True,4102.0,Whetedy,B,128.0,P
4103_01,Earth,True,G/674/P,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Ally Sterreray,False,4103.0,Sterreray,G,674.0,P
4104_01,Earth,False,G/675/P,TRAPPIST-1e,41.0,False,1025.0,0.0,0.0,0.0,0.0,Ritany Gallard,False,4104.0,Gallard,G,675.0,P
4106_01,Earth,False,G/675/S,TRAPPIST-1e,43.0,False,0.0,831.0,78.0,0.0,0.0,Leneva Harmond,True,4106.0,Harmond,G,675.0,S
4107_01,Earth,False,G/676/S,TRAPPIST-1e,23.0,False,0.0,0.0,489.0,5.0,276.0,Bobbyn Rocholton,False,4107.0,Rocholton,G,676.0,S
4108_01,Europa,True,B/158/S,55 Cancri e,48.0,False,0.0,0.0,0.0,0.0,0.0,Tarino Aroodint,True,4108.0,Aroodint,B,158.0,S
4109_01,Earth,False,F/843/P,TRAPPIST-1e,19.0,False,169.0,399.0,173.72916912197996,97.0,0.0,Karlie Beangley,True,4109.0,Beangley,F,843.0,P
4110_01,Earth,False,E/255/P,TRAPPIST-1e,25.0,False,0.0,38.0,0.0,847.0,112.0,Son Rosargas,False,4110.0,Rosargas,E,255.0,P
4112_01,Earth,True,G/678/S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Shany Rasmussony,True,4112.0,Rasmussony,G,678.0,S
4113_01,Europa,True,B/129/P,55 Cancri e,16.0,False,0.0,0.0,0.0,0.0,0.0,Taraid Bradiary,True,4113.0,Bradiary,B,129.0,P
4113_02,Europa,False,B/129/P,TRAPPIST-1e,45.0,False,0.0,2524.0,0.0,166.0,1.0,Coxak Bradiary,True,4113.0,Bradiary,B,129.0,P
4114_01,Mars,True,E/270/S,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Rowls Porté,True,4114.0,Porté,E,270.0,S
4115_01,Earth,True,G/679/S,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,Jenne Wagnerray,False,4115.0,Wagnerray,G,679.0,S
4116_01,Earth,False,F/774/S,TRAPPIST-1e,21.0,False,40.0,0.0,736.0,0.0,0.0,Ryany Torrez,True,4116.0,Torrez,F,774.0,S
4120_01,Earth,True,G/680/S,PSO J318.5-22,28.82793046746535,False,0.0,0.0,0.0,0.0,0.0,Aleroy Pentss,False,4120.0,Pentss,G,680.0,S
4125_01,Earth,True,G/677/P,PSO J318.5-22,22.0,False,0.0,0.0,173.72916912197996,0.0,0.0,Jorgie Watkinsley,True,4125.0,Watkinsley,G,677.0,P
4128_01,Mars,False,F/846/P,TRAPPIST-1e,54.0,True,111.0,0.0,1144.0,8.0,23.0,Ors Pare,False,4128.0,Pare,F,846.0,P
4128_02,Mars,False,F/846/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Aars Pare,True,4128.0,Pare,F,846.0,P
4128_03,Mars,True,F/846/P,TRAPPIST-1e,4.0,False,0.0,458.07720329024676,0.0,0.0,0.0,Guanch Pare,True,4128.0,Pare,F,846.0,P
4129_01,Earth,False,F/847/P,TRAPPIST-1e,23.0,False,15.0,1.0,777.0,3.0,3.0,Kyley Matts,False,4129.0,Matts,F,847.0,P
4131_01,Europa,True,C/147/S,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,311.1387779083431,0.0,Achium Pokematic,True,4131.0,Pokematic,C,147.0,S
4132_01,Earth,True,G/678/P,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,Curtle Norry,False,4132.0,Norry,G,678.0,P
4135_01,Mars,False,F/777/S,TRAPPIST-1e,58.0,False,850.0,0.0,22.0,1493.0,0.0,Cakers Merte,False,4135.0,Merte,F,777.0,S
4137_01,Earth,False,F/778/S,55 Cancri e,39.0,False,664.0,0.0,0.0,40.0,0.0,Lonna Rocknight,False,4137.0,Rocknight,F,778.0,S
4140_01,Earth,False,F/851/P,PSO J318.5-22,23.0,False,40.0,15.0,30.0,0.0,637.0,Shan Fitzgerson,False,4140.0,Fitzgerson,F,851.0,P
4141_01,Earth,False,G/679/P,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Rhonya Philliames,False,4141.0,Philliames,G,679.0,P
4142_01,Europa,True,C/148/S,TRAPPIST-1e,43.0,False,0.0,0.0,173.72916912197996,0.0,0.0,Maiah Deryplinet,True,4142.0,Deryplinet,C,148.0,S
4143_01,Mars,True,E/258/P,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Heales Buncy,False,4143.0,Buncy,E,258.0,P
4144_01,Earth,False,E/259/P,TRAPPIST-1e,36.0,False,19.0,476.0,0.0,5.0,290.0,Edgary Guerson,False,4144.0,Guerson,E,259.0,P
4145_01,Earth,False,F/852/P,PSO J318.5-22,13.0,False,16.0,0.0,87.0,544.0,0.0,Juaney Herry,False,4145.0,Herry,F,852.0,P
4147_01,Europa,False,C/149/S,TRAPPIST-1e,54.0,False,0.0,458.07720329024676,0.0,3200.0,0.0,Caphact Lendly,True,4147.0,Lendly,C,149.0,S
4147_02,Europa,True,C/149/S,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,Acrabik Lendly,True,4147.0,Lendly,C,149.0,S
4150_01,Earth,False,F/780/S,TRAPPIST-1e,46.0,False,0.0,1029.0,0.0,0.0,0.0,Hanne Weaves,True,4150.0,Weaves,F,780.0,S
4151_01,Earth,True,G/683/P,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,Juliey Loverceson,True,4151.0,Loverceson,G,683.0,P
4152_01,Earth,False,F/853/P,TRAPPIST-1e,35.0,False,89.0,0.0,0.0,545.0,0.0,Natha Wonglasquez,False,4152.0,Wonglasquez,F,853.0,P
4154_01,Mars,True,F/781/S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Beant Gelte,True,4154.0,Gelte,F,781.0,S
4158_01,Earth,False,E/273/S,TRAPPIST-1e,27.0,False,0.0,0.0,580.0,211.0,0.0,Doryn Noeley,False,4158.0,Noeley,E,273.0,S
4159_01,Earth,False,F/782/S,TRAPPIST-1e,15.0,False,224.687617481203,2.0,15.0,5.0,842.0,Hilley Harperez,False,4159.0,Harperez,F,782.0,S
4163_01,Earth,True,G/683/S,55 Cancri e,16.0,False,0.0,0.0,0.0,0.0,0.0,Lyne Woodwinton,True,4163.0,Woodwinton,G,683.0,S
4165_01,Earth,False,G/685/P,TRAPPIST-1e,37.0,False,246.0,0.0,703.0,5.0,0.0,Kendy Logannon,True,4165.0,Logannon,G,685.0,P
4166_01,Europa,True,B/132/P,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,0.0,Thabius Stacketent,True,4166.0,Stacketent,B,132.0,P
4166_02,Europa,False,B/132/P,55 Cancri e,58.0,True,0.0,279.0,3627.0,122.0,30.0,Ionan Stacketent,True,4166.0,Stacketent,B,132.0,P
4168_01,Earth,False,F/855/P,TRAPPIST-1e,38.0,False,0.0,18.0,30.0,0.0,832.0,Eriky Deckerson,False,4168.0,Deckerson,F,855.0,P
4168_02,Earth,False,E/260/P,TRAPPIST-1e,28.0,False,0.0,241.0,6.0,0.0,542.0,Elina Deckerson,False,4168.0,Deckerson,E,260.0,P
4169_01,Europa,True,D/140/P,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,Avijava Susent,True,4169.0,Susent,D,140.0,P
4169_02,Europa,False,D/140/P,TRAPPIST-1e,41.0,False,0.0,1562.0,0.0,2.0,16.0,Acruxon Susent,True,4169.0,Susent,D,140.0,P
4170_01,Europa,True,B/133/P,TRAPPIST-1e,28.0,False,224.687617481203,0.0,0.0,0.0,0.0,Sarich Pirejus,True,4170.0,Pirejus,B,133.0,P
4171_01,Earth,True,G/686/P,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Candyn Mclardson,False,4171.0,Mclardson,G,686.0,P
4172_01,Mars,True,F/856/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Peefox Flell,True,4172.0,Flell,F,856.0,P
4172_02,Mars,False,F/856/P,TRAPPIST-1e,58.0,False,12.0,0.0,186.0,2436.0,4.0,Cinkes Flell,False,4172.0,Flell,F,856.0,P
4172_04,Mars,False,F/856/P,55 Cancri e,24.0,False,1363.0,0.0,50.0,0.0,0.0,Puffs Facle,False,4172.0,Facle,F,856.0,P
4172_05,Mars,False,F/856/P,TRAPPIST-1e,56.0,False,128.0,0.0,959.0,0.0,42.0,Barks Flell,False,4172.0,Flell,F,856.0,P
4172_06,Mars,True,F/856/P,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Fruik Flell,True,4172.0,Flell,F,856.0,P
4172_07,Mars,False,D/141/P,TRAPPIST-1e,19.0,False,154.0,170.0,2074.0,0.0,0.0,Corsh Flell,True,4172.0,Flell,D,141.0,P
4173_01,Earth,False,E/261/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,658.0,133.0,Genee Meleon,False,4173.0,Meleon,E,261.0,P
4174_01,Earth,False,F/857/P,TRAPPIST-1e,47.0,False,59.0,1.0,327.0,557.0,0.0,Coren Armstromez,False,4174.0,Armstromez,F,857.0,P
4175_01,Earth,False,F/858/P,55 Cancri e,37.0,False,0.0,89.0,15.0,20.0,592.0,Thery Burnerez,False,4175.0,Burnerez,F,858.0,P
4176_01,Mars,True,F/859/P,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,Rants Fla,True,4176.0,Fla,F,859.0,P
4176_02,Mars,True,F/859/P,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Lidex Opité,True,4176.0,Opité,F,859.0,P
4176_03,Mars,False,F/859/P,TRAPPIST-1e,20.0,False,760.0,0.0,742.0,352.0,0.0,Shood Opité,True,4176.0,Opité,F,859.0,P
4176_04,Mars,False,F/859/P,TRAPPIST-1e,38.0,False,490.0,663.0,358.0,855.0,0.0,Othawk Fla,False,4176.0,Fla,F,859.0,P
4176_05,Mars,False,D/142/P,TRAPPIST-1e,46.0,False,247.0,0.0,418.0,480.0,36.0,Risps Fla,False,4176.0,Fla,D,142.0,P
4176_06,Mars,True,F/859/P,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Wafros Fla,True,4176.0,Fla,F,859.0,P
4176_07,Mars,False,F/859/P,55 Cancri e,24.0,False,612.0,326.0,46.0,87.0,0.0,Wille Fla,True,4176.0,Fla,F,859.0,P
4177_01,Europa,True,B/161/S,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Mesatik Witalnerod,True,4177.0,Witalnerod,B,161.0,S
4177_02,Europa,True,B/161/S,55 Cancri e,28.82793046746535,False,0.0,0.0,0.0,0.0,0.0,Wezno Foraud,True,4177.0,Foraud,B,161.0,S
4177_03,Europa,False,B/161/S,55 Cancri e,44.0,False,36.0,588.0,0.0,1675.0,3597.0,Wasath Foraud,False,4177.0,Foraud,B,161.0,S
4178_01,Earth,False,G/687/P,TRAPPIST-1e,19.0,False,0.0,0.0,4.0,6.0,773.0,Almara Sweenez,False,4178.0,Sweenez,G,687.0,P
4179_02,Europa,True,A/50/S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Alrais Pleele,True,4179.0,Pleele,A,50.0,S
4181_01,Europa,False,C/133/P,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Okulas Frattyring,True,4181.0,Frattyring,C,133.0,P
4181_04,Europa,True,C/133/P,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Ashir Frattyring,True,4181.0,Frattyring,C,133.0,P
4181_05,Europa,False,C/133/P,55 Cancri e,31.0,False,2.0,8747.0,0.0,4840.0,14485.0,Wezena Frattyring,False,4181.0,Frattyring,C,133.0,P
4181_06,Europa,False,C/133/P,55 Cancri e,41.0,True,0.0,9463.0,0.0,1022.0,1562.0,Ranan Frattyring,True,4181.0,Frattyring,C,133.0,P
4182_01,Europa,False,A/51/S,55 Cancri e,33.0,False,0.0,2020.0,0.0,1817.0,182.0,Maiamak Tabloory,False,4182.0,Tabloory,A,51.0,S
4182_03,Europa,False,A/51/S,55 Cancri e,43.0,True,0.0,3172.0,0.0,26.0,4376.0,Alathim Tabloory,False,4182.0,Tabloory,A,51.0,S
4183_01,Earth,False,F/784/S,TRAPPIST-1e,36.0,False,1367.0,108.0,173.72916912197996,0.0,77.0,Heald Bootez,False,4183.0,Bootez,F,784.0,S
4184_01,Earth,False,F/860/P,55 Cancri e,19.0,False,558.0,0.0,353.0,0.0,8.0,Thel Wilsoney,False,4184.0,Wilsoney,F,860.0,P
4185_01,Earth,False,G/688/P,TRAPPIST-1e,24.0,False,0.0,1725.0,0.0,0.0,0.0,Coreee Waderoachez,True,4185.0,Waderoachez,G,688.0,P
4186_01,Earth,True,G/685/S,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,Clard Dickley,True,4186.0,Dickley,G,685.0,S
4188_01,Earth,False,F/861/P,TRAPPIST-1e,23.0,False,1277.0,84.0,0.0,240.0,598.0,Lis Fowlesterez,True,4188.0,Fowlesterez,F,861.0,P
4189_01,Earth,False,G/686/S,55 Cancri e,17.0,False,558.0,0.0,3.0,0.0,1226.0,Wayney Petermandez,False,4189.0,Petermandez,G,686.0,S
4191_01,Mars,False,D/135/S,TRAPPIST-1e,18.0,False,950.0,1.0,236.0,754.0,0.0,Oateal Dun,False,4191.0,Dun,D,135.0,S
4194_01,Mars,True,F/862/P,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,Oaters Kité,True,4194.0,Kité,F,862.0,P
4196_01,Earth,True,G/688/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Antony Jacostaney,True,4196.0,Jacostaney,G,688.0,S
4197_01,Earth,False,F/786/S,TRAPPIST-1e,66.0,False,610.0,2549.0,0.0,17.0,0.0,Stanya Cooks,True,4197.0,Cooks,F,786.0,S
4197_02,Earth,False,F/786/S,TRAPPIST-1e,27.0,False,0.0,867.0,0.0,128.0,363.0,Stald Cooks,True,4197.0,Cooks,F,786.0,S
